seed,config,episode_id,risk_level,categoria,recipe,t,time_s,p_t,y_frame_clean,p_max_episode
42,afkd_fixed,43,Normal,Normal,N03,52,5.4167,0.070207,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,53,5.5208,0.070294,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,54,5.625,0.070336,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,55,5.7292,0.070394,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,56,5.8333,0.070417,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,57,5.9375,0.070356,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,58,6.0417,0.070275,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,59,6.1458,0.070226,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,60,6.25,0.070161,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,61,6.3542,0.070046,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,62,6.4583,0.069905,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,63,6.5625,0.069738,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,64,6.6667,0.0696,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,65,6.7708,0.069469,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,66,6.875,0.069401,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,67,6.9792,0.069354,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,68,7.0833,0.06926,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,69,7.1875,0.069122,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,70,7.2917,0.068981,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,71,7.3958,0.068838,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,72,7.5,0.068746,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,73,7.6042,0.068715,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,74,7.7083,0.068814,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,75,7.8125,0.06888,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,76,7.9167,0.068994,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,77,8.0208,0.0691,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,78,8.125,0.069209,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,79,8.2292,0.069398,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,80,8.3333,0.06951,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,81,8.4375,0.069633,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,82,8.5417,0.069758,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,83,8.6458,0.069883,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,84,8.75,0.070049,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,85,8.8542,0.070223,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,86,8.9583,0.070371,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,87,9.0625,0.070488,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,88,9.1667,0.070572,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,89,9.2708,0.070569,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,90,9.375,0.070516,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,91,9.4792,0.070456,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,92,9.5833,0.070456,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,93,9.6875,0.070483,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,94,9.7917,0.070622,0.05,0.073861
42,afkd_fixed,43,Normal,Normal,N03,95,9.8958,0.0707,0.05,0.073861
42,afkd_fixed,44,Normal,Normal,N03,0,0.0,0.07005,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,1,0.1042,0.069989,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,2,0.2083,0.069937,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,3,0.3125,0.069919,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,4,0.4167,0.069948,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,5,0.5208,0.069937,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,6,0.625,0.069896,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,7,0.7292,0.069815,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,8,0.8333,0.069773,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,9,0.9375,0.069705,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,10,1.0417,0.069671,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,11,1.1458,0.069618,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,12,1.25,0.069658,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,13,1.3542,0.069658,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,14,1.4583,0.06965,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,15,1.5625,0.069611,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,16,1.6667,0.069624,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,17,1.7708,0.069613,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,18,1.875,0.069547,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,19,1.9792,0.069481,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,20,2.0833,0.069417,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,21,2.1875,0.069366,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,22,2.2917,0.06927,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,23,2.3958,0.069234,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,24,2.5,0.06923,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,25,2.6042,0.069191,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,26,2.7083,0.069131,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,27,2.8125,0.069144,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,28,2.9167,0.069155,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,29,3.0208,0.069129,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,30,3.125,0.069117,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,31,3.2292,0.069081,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,32,3.3333,0.069036,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,33,3.4375,0.068942,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,34,3.5417,0.068877,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,35,3.6458,0.068765,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,36,3.75,0.068616,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,37,3.8542,0.068487,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,38,3.9583,0.068359,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,39,4.0625,0.068244,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,40,4.1667,0.068163,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,41,4.2708,0.068122,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,42,4.375,0.068112,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,43,4.4792,0.068121,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,44,4.5833,0.068074,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,45,4.6875,0.068011,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,46,4.7917,0.067992,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,47,4.8958,0.067915,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,48,5.0,0.067868,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,49,5.1042,0.067831,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,50,5.2083,0.067805,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,51,5.3125,0.067754,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,52,5.4167,0.06771,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,53,5.5208,0.067655,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,54,5.625,0.06758,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,55,5.7292,0.067537,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,56,5.8333,0.067443,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,57,5.9375,0.067351,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,58,6.0417,0.067293,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,59,6.1458,0.067211,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,60,6.25,0.067186,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,61,6.3542,0.067168,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,62,6.4583,0.067185,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,63,6.5625,0.067181,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,64,6.6667,0.067211,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,65,6.7708,0.067273,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,66,6.875,0.067413,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,67,6.9792,0.067568,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,68,7.0833,0.06769,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,69,7.1875,0.067819,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,70,7.2917,0.067938,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,71,7.3958,0.068041,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,72,7.5,0.068141,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,73,7.6042,0.068225,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,74,7.7083,0.068261,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,75,7.8125,0.068242,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,76,7.9167,0.068219,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,77,8.0208,0.068178,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,78,8.125,0.068108,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,79,8.2292,0.068071,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,80,8.3333,0.068038,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,81,8.4375,0.068017,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,82,8.5417,0.068045,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,83,8.6458,0.068005,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,84,8.75,0.068011,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,85,8.8542,0.068108,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,86,8.9583,0.068193,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,87,9.0625,0.068256,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,88,9.1667,0.068275,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,89,9.2708,0.068308,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,90,9.375,0.068331,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,91,9.4792,0.068375,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,92,9.5833,0.068376,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,93,9.6875,0.068353,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,94,9.7917,0.068366,0.05,0.07005
42,afkd_fixed,44,Normal,Normal,N03,95,9.8958,0.068454,0.05,0.07005
42,afkd_fixed,45,Normal,Normal,N03,0,0.0,0.073481,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,1,0.1042,0.073492,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,2,0.2083,0.073512,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,3,0.3125,0.07355,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,4,0.4167,0.073546,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,5,0.5208,0.073531,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,6,0.625,0.073451,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,7,0.7292,0.073434,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,8,0.8333,0.073369,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,9,0.9375,0.073221,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,10,1.0417,0.073026,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,11,1.1458,0.072913,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,12,1.25,0.072818,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,13,1.3542,0.072807,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,14,1.4583,0.07282,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,15,1.5625,0.072821,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,16,1.6667,0.07288,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,17,1.7708,0.072948,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,18,1.875,0.073079,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,19,1.9792,0.073184,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,20,2.0833,0.07335,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,21,2.1875,0.073509,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,22,2.2917,0.073699,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,23,2.3958,0.073841,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,24,2.5,0.073863,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,25,2.6042,0.07384,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,26,2.7083,0.073808,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,27,2.8125,0.073744,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,28,2.9167,0.073594,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,29,3.0208,0.073451,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,30,3.125,0.073307,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,31,3.2292,0.073173,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,32,3.3333,0.073046,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,33,3.4375,0.072846,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,34,3.5417,0.07272,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,35,3.6458,0.072652,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,36,3.75,0.072614,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,37,3.8542,0.072605,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,38,3.9583,0.072578,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,39,4.0625,0.072539,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,40,4.1667,0.072498,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,41,4.2708,0.072505,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,42,4.375,0.072458,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,43,4.4792,0.072433,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,44,4.5833,0.072343,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,45,4.6875,0.072188,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,46,4.7917,0.072039,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,47,4.8958,0.071913,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,48,5.0,0.071776,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,49,5.1042,0.07159,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,50,5.2083,0.071422,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,51,5.3125,0.071269,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,52,5.4167,0.071142,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,53,5.5208,0.071052,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,54,5.625,0.071003,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,55,5.7292,0.070914,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,56,5.8333,0.070819,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,57,5.9375,0.070704,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,58,6.0417,0.070518,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,59,6.1458,0.070383,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,60,6.25,0.070257,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,61,6.3542,0.070178,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,62,6.4583,0.070132,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,63,6.5625,0.070068,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,64,6.6667,0.069971,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,65,6.7708,0.069869,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,66,6.875,0.069811,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,67,6.9792,0.069726,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,68,7.0833,0.06962,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,69,7.1875,0.069512,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,70,7.2917,0.069394,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,71,7.3958,0.069326,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,72,7.5,0.069345,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,73,7.6042,0.069385,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,74,7.7083,0.069483,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,75,7.8125,0.069489,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,76,7.9167,0.069432,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,77,8.0208,0.069403,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,78,8.125,0.069372,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,79,8.2292,0.069348,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,80,8.3333,0.069348,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,81,8.4375,0.069304,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,82,8.5417,0.069243,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,83,8.6458,0.069196,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,84,8.75,0.069205,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,85,8.8542,0.069248,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,86,8.9583,0.06928,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,87,9.0625,0.069235,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,88,9.1667,0.069184,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,89,9.2708,0.069089,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,90,9.375,0.06899,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,91,9.4792,0.068958,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,92,9.5833,0.068969,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,93,9.6875,0.068995,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,94,9.7917,0.068978,0.05,0.073863
42,afkd_fixed,45,Normal,Normal,N03,95,9.8958,0.069047,0.05,0.073863
42,afkd_fixed,46,Normal,Normal,N03,0,0.0,0.066077,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,1,0.1042,0.066022,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,2,0.2083,0.066019,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,3,0.3125,0.06598,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,4,0.4167,0.065945,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,5,0.5208,0.066282,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,6,0.625,0.066813,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,7,0.7292,0.067507,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,8,0.8333,0.068332,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,9,0.9375,0.069217,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,10,1.0417,0.070137,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,11,1.1458,0.071122,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,12,1.25,0.072202,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,13,1.3542,0.073313,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,14,1.4583,0.074415,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,15,1.5625,0.075628,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,16,1.6667,0.076868,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,17,1.7708,0.078185,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,18,1.875,0.07955,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,19,1.9792,0.080502,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,20,2.0833,0.081247,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,21,2.1875,0.08175,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,22,2.2917,0.082043,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,23,2.3958,0.08215,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,24,2.5,0.082146,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,25,2.6042,0.082638,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,26,2.7083,0.083382,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,27,2.8125,0.084417,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,28,2.9167,0.085616,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,29,3.0208,0.087008,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,30,3.125,0.088551,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,31,3.2292,0.090249,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,32,3.3333,0.091952,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,33,3.4375,0.093882,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,34,3.5417,0.095825,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,35,3.6458,0.097937,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,36,3.75,0.100252,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,37,3.8542,0.102822,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,38,3.9583,0.105762,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,39,4.0625,0.108027,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,40,4.1667,0.109972,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,41,4.2708,0.111516,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,42,4.375,0.112847,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,43,4.4792,0.113776,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,44,4.5833,0.114541,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,45,4.6875,0.115149,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,46,4.7917,0.11546,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,47,4.8958,0.11558,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,48,5.0,0.115405,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,49,5.1042,0.115023,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,50,5.2083,0.114388,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,51,5.3125,0.113524,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,52,5.4167,0.112571,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,53,5.5208,0.111436,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,54,5.625,0.110151,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,55,5.7292,0.108795,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,56,5.8333,0.107289,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,57,5.9375,0.105873,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,58,6.0417,0.104388,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,59,6.1458,0.103075,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,60,6.25,0.101772,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,61,6.3542,0.100617,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,62,6.4583,0.099467,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,63,6.5625,0.098306,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,64,6.6667,0.0971,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,65,6.7708,0.09584,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,66,6.875,0.094637,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,67,6.9792,0.093449,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,68,7.0833,0.092362,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,69,7.1875,0.091427,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,70,7.2917,0.090686,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,71,7.3958,0.090143,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,72,7.5,0.089684,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,73,7.6042,0.089152,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,74,7.7083,0.088506,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,75,7.8125,0.087836,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,76,7.9167,0.087121,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,77,8.0208,0.086506,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,78,8.125,0.086457,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,79,8.2292,0.086711,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,80,8.3333,0.08721,0.05,0.11558
42,afkd_fixed,46,Normal,Normal,N03,81,8.4375,0.087959,0.05,0.11558
