seed,config,episode_id,regime,recipe,is_critical,t0_frame,t0_time_s,t,time_s,p_t,H_t,is_suppressed,y_frame_clean,phase
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,77,8.0208,0.73045,0.582811,-1,0.476347,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,78,8.125,0.712631,0.599779,-1,0.463107,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,79,8.2292,0.69828,0.612314,-1,0.449868,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,80,8.3333,0.682211,0.625192,-1,0.436629,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,81,8.4375,0.661407,0.640098,-1,0.42339,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,82,8.5417,0.639938,0.653454,-1,0.410151,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,83,8.6458,0.616479,0.665762,-1,0.396912,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,84,8.75,0.591344,0.676366,-1,0.383672,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,85,8.8542,0.563433,0.685078,-1,0.370433,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,86,8.9583,0.533384,0.690917,-1,0.357194,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,87,9.0625,0.499754,0.693147,-1,0.343955,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,88,9.1667,0.466521,0.690904,-1,0.330716,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,89,9.2708,0.430454,0.683443,-1,0.317477,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,90,9.375,0.389546,0.668545,-1,0.304237,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,91,9.4792,0.342792,0.64287,-1,0.290998,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,92,9.5833,0.293647,0.605385,-1,0.277759,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,93,9.6875,0.246039,0.557942,-1,0.26452,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,94,9.7917,0.206235,0.508926,-1,0.251281,post_onset
42,baseline_fixed,40,abrupt,C01,1,34,3.5417,95,9.8958,0.175781,0.464936,-1,0.238042,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,0,0.0,0.101007,0.327289,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,1,0.1042,0.100933,0.327128,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,2,0.2083,0.100778,0.326789,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,3,0.3125,0.100641,0.32649,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,4,0.4167,0.100422,0.326009,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,5,0.5208,0.100145,0.325402,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,6,0.625,0.099935,0.32494,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,7,0.7292,0.099778,0.324595,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,8,0.8333,0.099631,0.324272,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,9,0.9375,0.099389,0.323738,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,10,1.0417,0.099137,0.323182,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,11,1.1458,0.098949,0.322768,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,12,1.25,0.098822,0.322487,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,13,1.3542,0.09872,0.322261,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,14,1.4583,0.098625,0.322052,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,15,1.5625,0.09851,0.321797,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,16,1.6667,0.098834,0.322513,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,17,1.7708,0.099465,0.323906,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,18,1.875,0.100395,0.325949,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,19,1.9792,0.101437,0.328228,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,20,2.0833,0.102684,0.33094,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,21,2.1875,0.1041,0.334,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,22,2.2917,0.105262,0.336493,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,23,2.3958,0.106045,0.338165,-1,0.05,stable
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,24,2.5,0.106688,0.339534,-1,0.05,pre_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,25,2.6042,0.107211,0.340644,-1,0.05,pre_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,26,2.7083,0.107616,0.341501,-1,0.05,pre_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,27,2.8125,0.107836,0.341968,-1,0.05,pre_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,28,2.9167,0.108011,0.342336,-1,0.05,pre_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,29,3.0208,0.108121,0.342569,-1,0.05,pre_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,30,3.125,0.108388,0.343131,-1,0.05,pre_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,31,3.2292,0.109169,0.344774,-1,0.066667,pre_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,32,3.3333,0.117109,0.361126,-1,0.158333,pre_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,33,3.4375,0.132829,0.391729,-1,0.325,pre_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,34,3.5417,0.159684,0.439145,-1,0.55,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,35,3.6458,0.202324,0.503607,-1,0.775,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,36,3.75,0.264032,0.577232,-1,0.925,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,37,3.8542,0.34011,0.641109,-1,0.961905,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,38,3.9583,0.415394,0.678762,-1,0.885714,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,39,4.0625,0.474655,0.691862,-1,0.771429,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,40,4.1667,0.513464,0.692785,-1,0.657143,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,41,4.2708,0.536029,0.690549,-1,0.542857,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,42,4.375,0.548333,0.688468,-1,0.428571,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,43,4.4792,0.554146,0.687272,-1,0.314286,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,44,4.5833,0.556004,0.686861,-1,0.471429,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,45,4.6875,0.549608,0.688217,-1,0.662254,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,46,4.7917,0.538591,0.690166,-1,0.886761,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,47,4.8958,0.524948,0.691902,-1,0.873522,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,48,5.0,0.510294,0.692935,-1,0.860283,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,49,5.1042,0.49578,0.693112,-1,0.847043,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,50,5.2083,0.481671,0.692475,-1,0.833804,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,51,5.3125,0.467759,0.691067,-1,0.820565,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,52,5.4167,0.454578,0.689015,-1,0.807326,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,53,5.5208,0.441697,0.686333,-1,0.794087,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,54,5.625,0.429751,0.683245,-1,0.780847,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,55,5.7292,0.418306,0.679739,-1,0.767608,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,56,5.8333,0.407944,0.676101,-1,0.754369,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,57,5.9375,0.398105,0.672236,-1,0.74113,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,58,6.0417,0.388813,0.668214,-1,0.727891,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,59,6.1458,0.379887,0.664009,-1,0.714652,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,60,6.25,0.371711,0.65986,-1,0.701412,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,61,6.3542,0.364508,0.655968,-1,0.688173,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,62,6.4583,0.35976,0.65328,-1,0.674934,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,63,6.5625,0.357127,0.651747,-1,0.661695,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,64,6.6667,0.356077,0.651128,-1,0.648456,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,65,6.7708,0.356768,0.651536,-1,0.635217,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,66,6.875,0.358523,0.652564,-1,0.621977,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,67,6.9792,0.361177,0.654092,-1,0.608738,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,68,7.0833,0.363632,0.655479,-1,0.595499,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,69,7.1875,0.365548,0.656544,-1,0.58226,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,70,7.2917,0.365005,0.656243,-1,0.569021,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,71,7.3958,0.362663,0.654935,-1,0.555782,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,72,7.5,0.35828,0.652422,-1,0.542542,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,73,7.6042,0.353359,0.649501,-1,0.529303,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,74,7.7083,0.348096,0.64626,-1,0.516064,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,75,7.8125,0.34252,0.642693,-1,0.502825,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,76,7.9167,0.336932,0.638979,-1,0.489586,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,77,8.0208,0.331696,0.635373,-1,0.476347,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,78,8.125,0.326564,0.631719,-1,0.463107,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,79,8.2292,0.321902,0.628295,-1,0.449868,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,80,8.3333,0.317,0.624587,-1,0.436629,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,81,8.4375,0.311594,0.62037,-1,0.42339,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,82,8.5417,0.306067,0.615918,-1,0.410151,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,83,8.6458,0.300593,0.611366,-1,0.396912,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,84,8.75,0.295086,0.606643,-1,0.383672,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,85,8.8542,0.289503,0.601706,-1,0.370433,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,86,8.9583,0.283721,0.596434,-1,0.357194,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,87,9.0625,0.277749,0.590815,-1,0.343955,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,88,9.1667,0.272138,0.585374,-1,0.330716,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,89,9.2708,0.266819,0.580069,-1,0.317477,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,90,9.375,0.261552,0.574674,-1,0.304237,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,91,9.4792,0.256191,0.569035,-1,0.290998,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,92,9.5833,0.250983,0.563412,-1,0.277759,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,93,9.6875,0.245697,0.557558,-1,0.26452,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,94,9.7917,0.240293,0.551418,-1,0.251281,post_onset
42,afkd_fixed,40,abrupt,C01,1,34,3.5417,95,9.8958,0.234955,0.545194,-1,0.238042,post_onset
42,baseline_fixed,41,normal,N01,0,-1,,0,0.0,0.027225,0.124959,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,1,0.1042,0.027162,0.124736,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,2,0.2083,0.027128,0.124612,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,3,0.3125,0.027233,0.124987,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,4,0.4167,0.027437,0.125719,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,5,0.5208,0.027699,0.126649,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,6,0.625,0.027958,0.12757,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,7,0.7292,0.028217,0.12849,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,8,0.8333,0.028606,0.129861,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,9,0.9375,0.028949,0.13107,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,10,1.0417,0.029586,0.1333,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,11,1.1458,0.030149,0.135258,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,12,1.25,0.030569,0.136714,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,13,1.3542,0.030874,0.137769,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,14,1.4583,0.031024,0.138284,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,15,1.5625,0.030976,0.138119,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,16,1.6667,0.030821,0.137583,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,17,1.7708,0.030977,0.138121,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,18,1.875,0.031188,0.138846,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,19,1.9792,0.031593,0.140237,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,20,2.0833,0.03207,0.141867,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,21,2.1875,0.032635,0.143784,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,22,2.2917,0.033555,0.146891,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,23,2.3958,0.034347,0.149543,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,24,2.5,0.034921,0.151451,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,25,2.6042,0.034906,0.151403,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,26,2.7083,0.034582,0.150326,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,27,2.8125,0.033796,0.1477,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,28,2.9167,0.033018,0.14508,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,29,3.0208,0.032302,0.142655,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,30,3.125,0.031673,0.14051,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,31,3.2292,0.031152,0.138724,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,32,3.3333,0.030735,0.137286,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,33,3.4375,0.030394,0.136109,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,34,3.5417,0.030179,0.135364,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,35,3.6458,0.030113,0.135133,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,36,3.75,0.030341,0.135925,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,37,3.8542,0.030575,0.136734,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,38,3.9583,0.030941,0.137998,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,39,4.0625,0.031551,0.140092,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,40,4.1667,0.031958,0.141485,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,41,4.2708,0.032069,0.141861,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,42,4.375,0.031932,0.141394,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,43,4.4792,0.031623,0.140338,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,44,4.5833,0.031315,0.139284,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,45,4.6875,0.031383,0.139518,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,46,4.7917,0.031603,0.14027,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,47,4.8958,0.032082,0.141908,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,48,5.0,0.032583,0.143609,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,49,5.1042,0.033016,0.145074,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,50,5.2083,0.033329,0.146129,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,51,5.3125,0.033344,0.146181,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,52,5.4167,0.033312,0.146072,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,53,5.5208,0.033447,0.146528,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,54,5.625,0.033479,0.146634,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,55,5.7292,0.03334,0.146166,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,56,5.8333,0.03307,0.145256,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,57,5.9375,0.032889,0.144647,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,58,6.0417,0.032887,0.144638,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,59,6.1458,0.032743,0.144151,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,60,6.25,0.032569,0.143561,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,61,6.3542,0.032252,0.142485,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,62,6.4583,0.031942,0.141429,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,63,6.5625,0.031673,0.140509,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,64,6.6667,0.031202,0.138896,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,65,6.7708,0.030666,0.137049,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,66,6.875,0.030465,0.136355,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,67,6.9792,0.030361,0.135996,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,68,7.0833,0.030335,0.135905,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,69,7.1875,0.030312,0.135825,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,70,7.2917,0.030388,0.136089,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,71,7.3958,0.030295,0.135766,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,72,7.5,0.030164,0.13531,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,73,7.6042,0.030003,0.134753,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,74,7.7083,0.029765,0.133924,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,75,7.8125,0.0296,0.133349,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,76,7.9167,0.029703,0.133707,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,77,8.0208,0.029872,0.134298,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,78,8.125,0.030215,0.13549,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,79,8.2292,0.030358,0.135983,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,80,8.3333,0.030396,0.136116,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,81,8.4375,0.03031,0.13582,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,82,8.5417,0.030193,0.135414,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,83,8.6458,0.030167,0.135322,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,84,8.75,0.030321,0.135856,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,85,8.8542,0.030538,0.136607,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,86,8.9583,0.030675,0.13708,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,87,9.0625,0.030759,0.13737,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,88,9.1667,0.030839,0.137648,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,89,9.2708,0.030667,0.137053,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,90,9.375,0.030621,0.136896,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,91,9.4792,0.03051,0.136511,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,92,9.5833,0.030435,0.136252,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,93,9.6875,0.030505,0.136493,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,94,9.7917,0.030544,0.136628,-1,0.05,normal
42,baseline_fixed,41,normal,N01,0,-1,,95,9.8958,0.031014,0.138248,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,0,0.0,0.086049,0.2933,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,1,0.1042,0.08599,0.293161,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,2,0.2083,0.08594,0.293043,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,3,0.3125,0.085916,0.292986,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,4,0.4167,0.085932,0.293024,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,5,0.5208,0.085959,0.293087,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,6,0.625,0.085981,0.293138,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,7,0.7292,0.086018,0.293226,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,8,0.8333,0.086128,0.293487,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,9,0.9375,0.086237,0.293743,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,10,1.0417,0.086515,0.2944,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,11,1.1458,0.08681,0.295095,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,12,1.25,0.087167,0.295934,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,13,1.3542,0.087508,0.296734,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,14,1.4583,0.087881,0.297608,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,15,1.5625,0.088189,0.298328,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,16,1.6667,0.088463,0.298968,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,17,1.7708,0.088857,0.299886,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,18,1.875,0.089275,0.300858,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,19,1.9792,0.089828,0.302139,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,20,2.0833,0.09041,0.303486,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,21,2.1875,0.091021,0.304894,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,22,2.2917,0.091735,0.306534,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,23,2.3958,0.092392,0.308038,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,24,2.5,0.093033,0.3095,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,25,2.6042,0.093518,0.310602,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,26,2.7083,0.094039,0.311785,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,27,2.8125,0.094361,0.312514,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,28,2.9167,0.094662,0.313194,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,29,3.0208,0.094926,0.313789,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,30,3.125,0.095134,0.314258,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,31,3.2292,0.095276,0.314578,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,32,3.3333,0.095412,0.314884,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,33,3.4375,0.095516,0.315118,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,34,3.5417,0.095553,0.315201,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,35,3.6458,0.0956,0.315306,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,36,3.75,0.095768,0.315683,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,37,3.8542,0.095929,0.316045,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,38,3.9583,0.096161,0.316565,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,39,4.0625,0.096506,0.317338,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,40,4.1667,0.096782,0.317954,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,41,4.2708,0.097044,0.31854,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,42,4.375,0.097191,0.318866,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,43,4.4792,0.097342,0.319203,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,44,4.5833,0.097446,0.319436,-1,0.05,normal
42,afkd_fixed,41,normal,N01,0,-1,,45,4.6875,0.097703,0.320006,-1,0.05,normal
