seed,config,episode_id,regime,recipe,is_critical,t0_frame,t0_time_s,t,time_s,p_t,H_t,is_suppressed,y_frame_clean,phase
42,baseline_fixed,2,progressive,C10,1,57,5.9375,63,6.5625,0.798022,0.503132,-1,0.467492,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,64,6.6667,0.836586,0.445288,-1,0.48365,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,65,6.7708,0.863901,0.397818,-1,0.530386,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,66,6.875,0.885409,0.356007,-1,0.57391,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,67,6.9792,0.900293,0.324439,-1,0.600684,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,68,7.0833,0.909829,0.302932,-1,0.636667,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,69,7.1875,0.914167,0.29279,-1,0.702113,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,70,7.2917,0.916515,0.2872,-1,0.754363,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,71,7.3958,0.917457,0.284936,-1,0.792023,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,72,7.5,0.917842,0.284008,-1,0.822724,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,73,7.6042,0.917901,0.283867,-1,0.85668,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,74,7.7083,0.914561,0.291857,-1,0.885261,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,75,7.8125,0.909706,0.303217,-1,0.900673,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,76,7.9167,0.904296,0.315541,-1,0.898729,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,77,8.0208,0.897914,0.329643,-1,0.902799,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,78,8.125,0.892012,0.342288,-1,0.906428,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,79,8.2292,0.886701,0.353357,-1,0.905886,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,80,8.3333,0.882769,0.36137,-1,0.904122,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,81,8.4375,0.87941,0.368099,-1,0.606823,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,82,8.5417,0.869649,0.387053,-1,0.331822,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,83,8.6458,0.856566,0.411148,-1,0.05,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,84,8.75,0.839604,0.440327,-1,0.05,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,85,8.8542,0.818205,0.474104,-1,0.05,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,86,8.9583,0.789943,0.514032,-1,0.05,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,87,9.0625,0.753745,0.558183,-1,0.05,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,88,9.1667,0.711603,0.60071,-1,0.05,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,89,9.2708,0.662615,0.639286,-1,0.05,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,90,9.375,0.611513,0.668066,-1,0.05,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,91,9.4792,0.564555,0.684789,-1,0.05,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,92,9.5833,0.526092,0.691785,-1,0.05,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,93,9.6875,0.494812,0.693093,-1,0.05,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,94,9.7917,0.465373,0.690747,-1,0.05,post_onset
42,baseline_fixed,2,progressive,C10,1,57,5.9375,95,9.8958,0.437881,0.68541,-1,0.05,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,0,0.0,0.061442,0.230918,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,1,0.1042,0.061463,0.230973,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,2,0.2083,0.06144,0.230911,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,3,0.3125,0.061467,0.230986,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,4,0.4167,0.061533,0.231165,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,5,0.5208,0.061572,0.231272,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,6,0.625,0.061641,0.231458,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,7,0.7292,0.061706,0.231637,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,8,0.8333,0.061724,0.231686,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,9,0.9375,0.061751,0.23176,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,10,1.0417,0.061815,0.231934,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,11,1.1458,0.061859,0.232053,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,12,1.25,0.061944,0.232284,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,13,1.3542,0.06198,0.23238,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,14,1.4583,0.062005,0.232448,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,15,1.5625,0.062012,0.232468,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,16,1.6667,0.062003,0.232443,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,17,1.7708,0.061995,0.232422,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,18,1.875,0.061981,0.232383,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,19,1.9792,0.061969,0.23235,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,20,2.0833,0.061931,0.232249,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,21,2.1875,0.061946,0.232289,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,22,2.2917,0.061908,0.232186,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,23,2.3958,0.061867,0.232074,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,24,2.5,0.061826,0.231962,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,25,2.6042,0.061821,0.231948,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,26,2.7083,0.061872,0.232088,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,27,2.8125,0.061963,0.232334,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,28,2.9167,0.062024,0.232502,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,29,3.0208,0.062085,0.232666,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,30,3.125,0.062114,0.232744,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,31,3.2292,0.062193,0.23296,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,32,3.3333,0.062287,0.233214,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,33,3.4375,0.062403,0.233528,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,34,3.5417,0.062484,0.233749,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,35,3.6458,0.062547,0.233919,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,36,3.75,0.062646,0.234186,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,37,3.8542,0.062738,0.234436,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,38,3.9583,0.062934,0.234964,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,39,4.0625,0.063217,0.23573,-1,0.05,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,40,4.1667,0.064967,0.24042,-1,0.063132,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,41,4.2708,0.067612,0.247417,-1,0.079626,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,42,4.375,0.071148,0.2566,-1,0.111174,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,43,4.4792,0.075654,0.268024,-1,0.162606,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,44,4.5833,0.081471,0.282347,-1,0.196576,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,45,4.6875,0.088813,0.299783,-1,0.243616,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,46,4.7917,0.098276,0.321278,-1,0.235746,stable
42,afkd_fixed,2,progressive,C10,1,57,5.9375,47,4.8958,0.110179,0.346889,-1,0.21323,pre_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,48,5.0,0.125272,0.377299,-1,0.17347,pre_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,49,5.1042,0.14447,0.412996,-1,0.174635,pre_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,50,5.2083,0.168442,0.453408,-1,0.202413,pre_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,51,5.3125,0.198052,0.497691,-1,0.218678,pre_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,52,5.4167,0.233482,0.543449,-1,0.231197,pre_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,53,5.5208,0.274005,0.587202,-1,0.264874,pre_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,54,5.625,0.316667,0.624332,-1,0.267396,pre_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,55,5.7292,0.357109,0.651737,-1,0.291099,pre_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,56,5.8333,0.39186,0.669573,-1,0.304183,pre_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,57,5.9375,0.418521,0.67981,-1,0.3584,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,58,6.0417,0.436721,0.685117,-1,0.382661,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,59,6.1458,0.44782,0.687692,-1,0.394459,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,60,6.25,0.453432,0.688804,-1,0.41249,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,61,6.3542,0.45594,0.68926,-1,0.442495,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,62,6.4583,0.456786,0.689408,-1,0.458765,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,63,6.5625,0.45649,0.689356,-1,0.467492,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,64,6.6667,0.455848,0.689243,-1,0.48365,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,65,6.7708,0.455175,0.689123,-1,0.530386,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,66,6.875,0.45545,0.689172,-1,0.57391,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,67,6.9792,0.456295,0.689322,-1,0.600684,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,68,7.0833,0.457651,0.689556,-1,0.636667,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,69,7.1875,0.458562,0.689709,-1,0.702113,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,70,7.2917,0.45982,0.689915,-1,0.754363,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,71,7.3958,0.460954,0.690095,-1,0.792023,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,72,7.5,0.461792,0.690225,-1,0.822724,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,73,7.6042,0.462103,0.690272,-1,0.85668,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,74,7.7083,0.459468,0.689858,-1,0.885261,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,75,7.8125,0.454655,0.689029,-1,0.900673,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,76,7.9167,0.44859,0.687852,-1,0.898729,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,77,8.0208,0.441784,0.686354,-1,0.902799,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,78,8.125,0.435259,0.684741,-1,0.906428,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,79,8.2292,0.42943,0.683154,-1,0.905886,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,80,8.3333,0.424654,0.68175,-1,0.904122,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,81,8.4375,0.420603,0.680486,-1,0.606823,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,82,8.5417,0.41638,0.679097,-1,0.331822,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,83,8.6458,0.41149,0.677396,-1,0.05,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,84,8.75,0.405835,0.675307,-1,0.05,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,85,8.8542,0.399423,0.672777,-1,0.05,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,86,8.9583,0.39223,0.669735,-1,0.05,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,87,9.0625,0.384507,0.666228,-1,0.05,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,88,9.1667,0.376671,0.662411,-1,0.05,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,89,9.2708,0.368534,0.658171,-1,0.05,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,90,9.375,0.360308,0.653595,-1,0.05,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,91,9.4792,0.351719,0.648504,-1,0.05,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,92,9.5833,0.342816,0.642886,-1,0.05,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,93,9.6875,0.33377,0.636816,-1,0.05,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,94,9.7917,0.324493,0.63021,-1,0.05,post_onset
42,afkd_fixed,2,progressive,C10,1,57,5.9375,95,9.8958,0.315747,0.623622,-1,0.05,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,0,0.0,0.035214,0.152425,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,1,0.1042,0.035214,0.152425,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,2,0.2083,0.035214,0.152425,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,3,0.3125,0.035214,0.152425,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,4,0.4167,0.035214,0.152425,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,5,0.5208,0.035143,0.152188,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,6,0.625,0.035592,0.153672,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,7,0.7292,0.035928,0.154781,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,8,0.8333,0.035928,0.154781,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,9,0.9375,0.035928,0.154781,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,10,1.0417,0.036005,0.155034,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,11,1.1458,0.036005,0.155034,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,12,1.25,0.03646,0.156525,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,13,1.3542,0.036816,0.15769,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,14,1.4583,0.036816,0.15769,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,15,1.5625,0.036816,0.15769,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,16,1.6667,0.036816,0.15769,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,17,1.7708,0.036816,0.15769,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,18,1.875,0.036816,0.15769,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,19,1.9792,0.036816,0.15769,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,20,2.0833,0.036816,0.15769,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,21,2.1875,0.035041,0.151849,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,22,2.2917,0.035041,0.151849,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,23,2.3958,0.035022,0.151787,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,24,2.5,0.035022,0.151787,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,25,2.6042,0.035022,0.151787,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,26,2.7083,0.035016,0.151768,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,27,2.8125,0.035016,0.151768,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,28,2.9167,0.035016,0.151768,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,29,3.0208,0.035016,0.151768,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,30,3.125,0.037195,0.158924,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,31,3.2292,0.0375,0.159915,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,32,3.3333,0.0375,0.159915,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,33,3.4375,0.0375,0.159915,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,34,3.5417,0.038735,0.163902,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,35,3.6458,0.038735,0.163902,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,36,3.75,0.038735,0.163902,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,37,3.8542,0.038923,0.164506,0,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,38,3.9583,0.038923,0.164506,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,39,4.0625,0.038923,0.164506,1,0.05,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,40,4.1667,0.038923,0.164506,1,0.063132,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,41,4.2708,0.051611,0.203231,0,0.079626,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,42,4.375,0.051611,0.203231,1,0.111174,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,43,4.4792,0.051611,0.203231,1,0.162606,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,44,4.5833,0.111033,0.348669,0,0.196576,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,45,4.6875,0.111033,0.348669,1,0.243616,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,46,4.7917,0.169762,0.455509,0,0.235746,stable
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,47,4.8958,0.186498,0.481105,0,0.21323,pre_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,48,5.0,0.19325,0.490901,0,0.17347,pre_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,49,5.1042,0.197898,0.497474,0,0.174635,pre_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,50,5.2083,0.197898,0.497474,1,0.202413,pre_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,51,5.3125,0.197898,0.497474,1,0.218678,pre_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,52,5.4167,0.22766,0.536433,0,0.231197,pre_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,53,5.5208,0.22766,0.536433,1,0.264874,pre_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,54,5.625,0.22766,0.536433,1,0.267396,pre_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,55,5.7292,0.300283,0.611104,0,0.291099,pre_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,56,5.8333,0.331441,0.635194,0,0.304183,pre_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,57,5.9375,0.361139,0.654071,0,0.3584,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,58,6.0417,0.361139,0.654071,1,0.382661,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,59,6.1458,0.491991,0.693019,0,0.394459,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,60,6.25,0.574921,0.681879,0,0.41249,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,61,6.3542,0.661898,0.639769,0,0.442495,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,62,6.4583,0.741327,0.571664,0,0.458765,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,63,6.5625,0.798022,0.503132,0,0.467492,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,64,6.6667,0.836586,0.445288,0,0.48365,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,65,6.7708,0.836586,0.445288,1,0.530386,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,66,6.875,0.885409,0.356007,0,0.57391,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,67,6.9792,0.885409,0.356007,1,0.600684,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,68,7.0833,0.909829,0.302932,0,0.636667,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,69,7.1875,0.914167,0.29279,0,0.702113,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,70,7.2917,0.916515,0.2872,0,0.754363,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,71,7.3958,0.917457,0.284936,0,0.792023,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,72,7.5,0.917457,0.284936,1,0.822724,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,73,7.6042,0.917901,0.283867,0,0.85668,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,74,7.7083,0.917901,0.283867,1,0.885261,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,75,7.8125,0.909706,0.303217,0,0.900673,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,76,7.9167,0.909706,0.303217,1,0.898729,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,77,8.0208,0.909706,0.303217,1,0.902799,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,78,8.125,0.909706,0.303217,1,0.906428,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,79,8.2292,0.909706,0.303217,1,0.905886,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,80,8.3333,0.909706,0.303217,1,0.904122,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,81,8.4375,0.909706,0.303217,1,0.606823,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,82,8.5417,0.869649,0.387053,0,0.331822,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,83,8.6458,0.869649,0.387053,1,0.05,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,84,8.75,0.869649,0.387053,1,0.05,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,85,8.8542,0.869649,0.387053,1,0.05,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,86,8.9583,0.869649,0.387053,1,0.05,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,87,9.0625,0.869649,0.387053,1,0.05,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,88,9.1667,0.711603,0.60071,0,0.05,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,89,9.2708,0.662615,0.639286,0,0.05,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,90,9.375,0.662615,0.639286,1,0.05,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,91,9.4792,0.662615,0.639286,1,0.05,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,92,9.5833,0.662615,0.639286,1,0.05,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,93,9.6875,0.662615,0.639286,1,0.05,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,94,9.7917,0.662615,0.639286,1,0.05,post_onset
42,baseline_hybrid,2,progressive,C10,1,57,5.9375,95,9.8958,0.662615,0.639286,1,0.05,post_onset
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,0,0.0,0.061442,0.230918,0,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,1,0.1042,0.061442,0.230918,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,2,0.2083,0.061442,0.230918,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,3,0.3125,0.061442,0.230918,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,4,0.4167,0.061442,0.230918,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,5,0.5208,0.061572,0.231272,0,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,6,0.625,0.061641,0.231458,0,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,7,0.7292,0.061706,0.231637,0,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,8,0.8333,0.061706,0.231637,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,9,0.9375,0.061706,0.231637,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,10,1.0417,0.061815,0.231934,0,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,11,1.1458,0.061815,0.231934,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,12,1.25,0.061944,0.232284,0,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,13,1.3542,0.06198,0.23238,0,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,14,1.4583,0.06198,0.23238,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,15,1.5625,0.06198,0.23238,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,16,1.6667,0.06198,0.23238,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,17,1.7708,0.06198,0.23238,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,18,1.875,0.06198,0.23238,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,19,1.9792,0.06198,0.23238,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,20,2.0833,0.06198,0.23238,1,0.05,stable
42,afkd_hybrid,2,progressive,C10,1,57,5.9375,21,2.1875,0.061946,0.232289,0,0.05,stable
