seed,config,episode_id,risk_level,t,time_s,p_t,y_frame_clean,p_max_episode
42,aftkd_fixed,26,Crítico,75,7.8125,0.00934,1.0,0.43389
42,aftkd_fixed,26,Crítico,76,7.9167,0.00835,1.0,0.43389
42,aftkd_fixed,26,Crítico,77,8.0208,0.0089,1.0,0.43389
42,aftkd_fixed,26,Crítico,78,8.125,0.00906,1.0,0.43389
42,aftkd_fixed,26,Crítico,79,8.2292,0.00874,1.0,0.43389
42,aftkd_fixed,26,Crítico,80,8.3333,0.00778,1.0,0.43389
42,aftkd_fixed,26,Crítico,81,8.4375,0.00863,1.0,0.43389
42,aftkd_fixed,26,Crítico,82,8.5417,0.00854,1.0,0.43389
42,aftkd_fixed,26,Crítico,83,8.6458,0.00629,1.0,0.43389
42,aftkd_fixed,26,Crítico,84,8.75,0.00632,1.0,0.43389
42,aftkd_fixed,26,Crítico,85,8.8542,0.00652,1.0,0.43389
42,aftkd_fixed,26,Crítico,86,8.9583,0.00618,1.0,0.43389
42,aftkd_fixed,26,Crítico,87,9.0625,0.00611,1.0,0.43389
42,aftkd_fixed,26,Crítico,88,9.1667,0.00621,1.0,0.43389
42,aftkd_fixed,26,Crítico,89,9.2708,0.00638,1.0,0.43389
42,aftkd_fixed,26,Crítico,90,9.375,0.00595,1.0,0.43389
42,aftkd_fixed,26,Crítico,91,9.4792,0.00626,1.0,0.43389
42,aftkd_fixed,26,Crítico,92,9.5833,0.0064,0.0,0.43389
42,aftkd_fixed,26,Crítico,93,9.6875,0.00615,0.0,0.43389
42,aftkd_fixed,26,Crítico,94,9.7917,0.00603,0.0,0.43389
42,aftkd_fixed,26,Crítico,95,9.8958,0.00624,0.0,0.43389
42,baseline_fixed,27,Normal,0,0.0,0.07667,0.0,0.08358
42,baseline_fixed,27,Normal,1,0.1042,0.08059,0.0,0.08358
42,baseline_fixed,27,Normal,2,0.2083,0.07453,0.0,0.08358
42,baseline_fixed,27,Normal,3,0.3125,0.0789,0.0,0.08358
42,baseline_fixed,27,Normal,4,0.4167,0.07394,0.0,0.08358
42,baseline_fixed,27,Normal,5,0.5208,0.07395,0.0,0.08358
42,baseline_fixed,27,Normal,6,0.625,0.07602,0.0,0.08358
42,baseline_fixed,27,Normal,7,0.7292,0.07601,0.0,0.08358
42,baseline_fixed,27,Normal,8,0.8333,0.07255,0.0,0.08358
42,baseline_fixed,27,Normal,9,0.9375,0.0735,0.0,0.08358
42,baseline_fixed,27,Normal,10,1.0417,0.07802,0.0,0.08358
42,baseline_fixed,27,Normal,11,1.1458,0.08078,0.0,0.08358
42,baseline_fixed,27,Normal,12,1.25,0.07648,0.0,0.08358
42,baseline_fixed,27,Normal,13,1.3542,0.07537,0.0,0.08358
42,baseline_fixed,27,Normal,14,1.4583,0.07634,0.0,0.08358
42,baseline_fixed,27,Normal,15,1.5625,0.07763,0.0,0.08358
42,baseline_fixed,27,Normal,16,1.6667,0.07271,0.0,0.08358
42,baseline_fixed,27,Normal,17,1.7708,0.08358,0.0,0.08358
42,baseline_fixed,27,Normal,18,1.875,0.0769,0.0,0.08358
42,baseline_fixed,27,Normal,19,1.9792,0.0793,0.0,0.08358
42,baseline_fixed,27,Normal,20,2.0833,0.07748,0.0,0.08358
42,baseline_fixed,27,Normal,21,2.1875,0.0734,0.0,0.08358
42,baseline_fixed,27,Normal,22,2.2917,0.08206,0.0,0.08358
42,baseline_fixed,27,Normal,23,2.3958,0.07323,0.0,0.08358
42,baseline_fixed,27,Normal,24,2.5,0.08076,0.0,0.08358
42,baseline_fixed,27,Normal,25,2.6042,0.07412,0.0,0.08358
42,baseline_fixed,27,Normal,26,2.7083,0.0757,0.0,0.08358
42,baseline_fixed,27,Normal,27,2.8125,0.07387,0.0,0.08358
42,baseline_fixed,27,Normal,28,2.9167,0.07725,0.0,0.08358
42,baseline_fixed,27,Normal,29,3.0208,0.08152,0.0,0.08358
42,baseline_fixed,27,Normal,30,3.125,0.07272,0.0,0.08358
42,baseline_fixed,27,Normal,31,3.2292,0.07624,0.0,0.08358
42,baseline_fixed,27,Normal,32,3.3333,0.08113,0.0,0.08358
42,baseline_fixed,27,Normal,33,3.4375,0.07581,0.0,0.08358
42,baseline_fixed,27,Normal,34,3.5417,0.07407,0.0,0.08358
42,baseline_fixed,27,Normal,35,3.6458,0.0818,0.0,0.08358
42,baseline_fixed,27,Normal,36,3.75,0.0766,0.0,0.08358
42,baseline_fixed,27,Normal,37,3.8542,0.07554,0.0,0.08358
42,baseline_fixed,27,Normal,38,3.9583,0.08003,0.0,0.08358
42,baseline_fixed,27,Normal,39,4.0625,0.07437,0.0,0.08358
42,baseline_fixed,27,Normal,40,4.1667,0.07988,0.0,0.08358
42,baseline_fixed,27,Normal,41,4.2708,0.07425,0.0,0.08358
42,baseline_fixed,27,Normal,42,4.375,0.07463,0.0,0.08358
42,baseline_fixed,27,Normal,43,4.4792,0.07665,0.0,0.08358
42,baseline_fixed,27,Normal,44,4.5833,0.07395,0.0,0.08358
42,baseline_fixed,27,Normal,45,4.6875,0.07645,0.0,0.08358
42,baseline_fixed,27,Normal,46,4.7917,0.07716,0.0,0.08358
42,baseline_fixed,27,Normal,47,4.8958,0.07486,0.0,0.08358
42,baseline_fixed,27,Normal,48,5.0,0.07758,0.0,0.08358
42,baseline_fixed,27,Normal,49,5.1042,0.0789,0.0,0.08358
42,baseline_fixed,27,Normal,50,5.2083,0.07537,0.0,0.08358
42,baseline_fixed,27,Normal,51,5.3125,0.07853,0.0,0.08358
42,baseline_fixed,27,Normal,52,5.4167,0.07243,0.0,0.08358
42,baseline_fixed,27,Normal,53,5.5208,0.07372,0.0,0.08358
42,baseline_fixed,27,Normal,54,5.625,0.08002,0.0,0.08358
42,baseline_fixed,27,Normal,55,5.7292,0.07713,0.0,0.08358
42,baseline_fixed,27,Normal,56,5.8333,0.07563,0.0,0.08358
42,baseline_fixed,27,Normal,57,5.9375,0.07437,0.0,0.08358
42,baseline_fixed,27,Normal,58,6.0417,0.07736,0.0,0.08358
42,baseline_fixed,27,Normal,59,6.1458,0.07632,0.0,0.08358
42,baseline_fixed,27,Normal,60,6.25,0.07946,0.0,0.08358
42,baseline_fixed,27,Normal,61,6.3542,0.07988,0.0,0.08358
42,baseline_fixed,27,Normal,62,6.4583,0.07551,0.0,0.08358
42,baseline_fixed,27,Normal,63,6.5625,0.07475,0.0,0.08358
42,baseline_fixed,27,Normal,64,6.6667,0.07739,0.0,0.08358
42,baseline_fixed,27,Normal,65,6.7708,0.07772,0.0,0.08358
42,baseline_fixed,27,Normal,66,6.875,0.07905,0.0,0.08358
42,baseline_fixed,27,Normal,67,6.9792,0.07791,0.0,0.08358
42,baseline_fixed,27,Normal,68,7.0833,0.0741,0.0,0.08358
42,baseline_fixed,27,Normal,69,7.1875,0.07705,0.0,0.08358
42,baseline_fixed,27,Normal,70,7.2917,0.07432,0.0,0.08358
42,baseline_fixed,27,Normal,71,7.3958,0.07952,0.0,0.08358
42,baseline_fixed,27,Normal,72,7.5,0.07837,0.0,0.08358
42,baseline_fixed,27,Normal,73,7.6042,0.08165,0.0,0.08358
42,baseline_fixed,27,Normal,74,7.7083,0.07583,0.0,0.08358
42,baseline_fixed,27,Normal,75,7.8125,0.0802,0.0,0.08358
42,baseline_fixed,27,Normal,76,7.9167,0.07463,0.0,0.08358
42,baseline_fixed,27,Normal,77,8.0208,0.07598,0.0,0.08358
42,baseline_fixed,27,Normal,78,8.125,0.07488,0.0,0.08358
42,baseline_fixed,27,Normal,79,8.2292,0.08256,0.0,0.08358
42,baseline_fixed,27,Normal,80,8.3333,0.07841,0.0,0.08358
42,baseline_fixed,27,Normal,81,8.4375,0.07505,0.0,0.08358
42,baseline_fixed,27,Normal,82,8.5417,0.07284,0.0,0.08358
42,baseline_fixed,27,Normal,83,8.6458,0.0753,0.0,0.08358
42,baseline_fixed,27,Normal,84,8.75,0.07678,0.0,0.08358
42,baseline_fixed,27,Normal,85,8.8542,0.07325,0.0,0.08358
42,baseline_fixed,27,Normal,86,8.9583,0.0778,0.0,0.08358
42,baseline_fixed,27,Normal,87,9.0625,0.08192,0.0,0.08358
42,baseline_fixed,27,Normal,88,9.1667,0.07783,0.0,0.08358
42,baseline_fixed,27,Normal,89,9.2708,0.07578,0.0,0.08358
42,baseline_fixed,27,Normal,90,9.375,0.07431,0.0,0.08358
42,baseline_fixed,27,Normal,91,9.4792,0.0773,0.0,0.08358
42,baseline_fixed,27,Normal,92,9.5833,0.07691,0.0,0.08358
42,baseline_fixed,27,Normal,93,9.6875,0.0821,0.0,0.08358
42,baseline_fixed,27,Normal,94,9.7917,0.07621,0.0,0.08358
42,baseline_fixed,27,Normal,95,9.8958,0.07724,0.0,0.08358
42,aftkd_fixed,27,Normal,0,0.0,0.00565,0.0,0.00594
42,aftkd_fixed,27,Normal,1,0.1042,0.00574,0.0,0.00594
42,aftkd_fixed,27,Normal,2,0.2083,0.00551,0.0,0.00594
42,aftkd_fixed,27,Normal,3,0.3125,0.00563,0.0,0.00594
42,aftkd_fixed,27,Normal,4,0.4167,0.00554,0.0,0.00594
42,aftkd_fixed,27,Normal,5,0.5208,0.00547,0.0,0.00594
42,aftkd_fixed,27,Normal,6,0.625,0.00562,0.0,0.00594
42,aftkd_fixed,27,Normal,7,0.7292,0.00561,0.0,0.00594
42,aftkd_fixed,27,Normal,8,0.8333,0.00555,0.0,0.00594
42,aftkd_fixed,27,Normal,9,0.9375,0.00566,0.0,0.00594
42,aftkd_fixed,27,Normal,10,1.0417,0.00574,0.0,0.00594
42,aftkd_fixed,27,Normal,11,1.1458,0.00581,0.0,0.00594
42,aftkd_fixed,27,Normal,12,1.25,0.00573,0.0,0.00594
42,aftkd_fixed,27,Normal,13,1.3542,0.00578,0.0,0.00594
42,aftkd_fixed,27,Normal,14,1.4583,0.0057,0.0,0.00594
42,aftkd_fixed,27,Normal,15,1.5625,0.00572,0.0,0.00594
42,aftkd_fixed,27,Normal,16,1.6667,0.00543,0.0,0.00594
42,aftkd_fixed,27,Normal,17,1.7708,0.00576,0.0,0.00594
42,aftkd_fixed,27,Normal,18,1.875,0.00562,0.0,0.00594
42,aftkd_fixed,27,Normal,19,1.9792,0.00576,0.0,0.00594
42,aftkd_fixed,27,Normal,20,2.0833,0.00566,0.0,0.00594
42,aftkd_fixed,27,Normal,21,2.1875,0.00553,0.0,0.00594
42,aftkd_fixed,27,Normal,22,2.2917,0.00582,0.0,0.00594
42,aftkd_fixed,27,Normal,23,2.3958,0.00572,0.0,0.00594
42,aftkd_fixed,27,Normal,24,2.5,0.00592,0.0,0.00594
42,aftkd_fixed,27,Normal,25,2.6042,0.00575,0.0,0.00594
42,aftkd_fixed,27,Normal,26,2.7083,0.0058,0.0,0.00594
42,aftkd_fixed,27,Normal,27,2.8125,0.00565,0.0,0.00594
42,aftkd_fixed,27,Normal,28,2.9167,0.0057,0.0,0.00594
42,aftkd_fixed,27,Normal,29,3.0208,0.00579,0.0,0.00594
42,aftkd_fixed,27,Normal,30,3.125,0.0055,0.0,0.00594
42,aftkd_fixed,27,Normal,31,3.2292,0.00572,0.0,0.00594
42,aftkd_fixed,27,Normal,32,3.3333,0.0058,0.0,0.00594
42,aftkd_fixed,27,Normal,33,3.4375,0.00573,0.0,0.00594
42,aftkd_fixed,27,Normal,34,3.5417,0.00552,0.0,0.00594
42,aftkd_fixed,27,Normal,35,3.6458,0.00579,0.0,0.00594
42,aftkd_fixed,27,Normal,36,3.75,0.00557,0.0,0.00594
42,aftkd_fixed,27,Normal,37,3.8542,0.0056,0.0,0.00594
42,aftkd_fixed,27,Normal,38,3.9583,0.00575,0.0,0.00594
42,aftkd_fixed,27,Normal,39,4.0625,0.00557,0.0,0.00594
42,aftkd_fixed,27,Normal,40,4.1667,0.00569,0.0,0.00594
42,aftkd_fixed,27,Normal,41,4.2708,0.00559,0.0,0.00594
42,aftkd_fixed,27,Normal,42,4.375,0.00569,0.0,0.00594
42,aftkd_fixed,27,Normal,43,4.4792,0.00559,0.0,0.00594
42,aftkd_fixed,27,Normal,44,4.5833,0.00567,0.0,0.00594
42,aftkd_fixed,27,Normal,45,4.6875,0.00574,0.0,0.00594
42,aftkd_fixed,27,Normal,46,4.7917,0.00566,0.0,0.00594
42,aftkd_fixed,27,Normal,47,4.8958,0.00563,0.0,0.00594
42,aftkd_fixed,27,Normal,48,5.0,0.0058,0.0,0.00594
42,aftkd_fixed,27,Normal,49,5.1042,0.00575,0.0,0.00594
42,aftkd_fixed,27,Normal,50,5.2083,0.00562,0.0,0.00594
42,aftkd_fixed,27,Normal,51,5.3125,0.00571,0.0,0.00594
42,aftkd_fixed,27,Normal,52,5.4167,0.00568,0.0,0.00594
42,aftkd_fixed,27,Normal,53,5.5208,0.00573,0.0,0.00594
42,aftkd_fixed,27,Normal,54,5.625,0.00579,0.0,0.00594
42,aftkd_fixed,27,Normal,55,5.7292,0.00562,0.0,0.00594
42,aftkd_fixed,27,Normal,56,5.8333,0.00568,0.0,0.00594
42,aftkd_fixed,27,Normal,57,5.9375,0.00567,0.0,0.00594
42,aftkd_fixed,27,Normal,58,6.0417,0.00571,0.0,0.00594
42,aftkd_fixed,27,Normal,59,6.1458,0.00585,0.0,0.00594
42,aftkd_fixed,27,Normal,60,6.25,0.00585,0.0,0.00594
42,aftkd_fixed,27,Normal,61,6.3542,0.00581,0.0,0.00594
42,aftkd_fixed,27,Normal,62,6.4583,0.0057,0.0,0.00594
42,aftkd_fixed,27,Normal,63,6.5625,0.0058,0.0,0.00594
42,aftkd_fixed,27,Normal,64,6.6667,0.00576,0.0,0.00594
42,aftkd_fixed,27,Normal,65,6.7708,0.00572,0.0,0.00594
42,aftkd_fixed,27,Normal,66,6.875,0.00577,0.0,0.00594
42,aftkd_fixed,27,Normal,67,6.9792,0.00581,0.0,0.00594
42,aftkd_fixed,27,Normal,68,7.0833,0.0056,0.0,0.00594
42,aftkd_fixed,27,Normal,69,7.1875,0.00565,0.0,0.00594
42,aftkd_fixed,27,Normal,70,7.2917,0.00537,0.0,0.00594
42,aftkd_fixed,27,Normal,71,7.3958,0.00552,0.0,0.00594
42,aftkd_fixed,27,Normal,72,7.5,0.00556,0.0,0.00594
42,aftkd_fixed,27,Normal,73,7.6042,0.00572,0.0,0.00594
42,aftkd_fixed,27,Normal,74,7.7083,0.00563,0.0,0.00594
42,aftkd_fixed,27,Normal,75,7.8125,0.00594,0.0,0.00594
42,aftkd_fixed,27,Normal,76,7.9167,0.00562,0.0,0.00594
42,aftkd_fixed,27,Normal,77,8.0208,0.00575,0.0,0.00594
42,aftkd_fixed,27,Normal,78,8.125,0.00577,0.0,0.00594
42,aftkd_fixed,27,Normal,79,8.2292,0.00587,0.0,0.00594
42,aftkd_fixed,27,Normal,80,8.3333,0.00586,0.0,0.00594
42,aftkd_fixed,27,Normal,81,8.4375,0.00562,0.0,0.00594
42,aftkd_fixed,27,Normal,82,8.5417,0.00565,0.0,0.00594
42,aftkd_fixed,27,Normal,83,8.6458,0.00573,0.0,0.00594
42,aftkd_fixed,27,Normal,84,8.75,0.00565,0.0,0.00594
42,aftkd_fixed,27,Normal,85,8.8542,0.00553,0.0,0.00594
42,aftkd_fixed,27,Normal,86,8.9583,0.00569,0.0,0.00594
42,aftkd_fixed,27,Normal,87,9.0625,0.00571,0.0,0.00594
42,aftkd_fixed,27,Normal,88,9.1667,0.0058,0.0,0.00594
42,aftkd_fixed,27,Normal,89,9.2708,0.00565,0.0,0.00594
42,aftkd_fixed,27,Normal,90,9.375,0.00563,0.0,0.00594
42,aftkd_fixed,27,Normal,91,9.4792,0.00574,0.0,0.00594
42,aftkd_fixed,27,Normal,92,9.5833,0.00568,0.0,0.00594
42,aftkd_fixed,27,Normal,93,9.6875,0.00589,0.0,0.00594
42,aftkd_fixed,27,Normal,94,9.7917,0.00567,0.0,0.00594
42,aftkd_fixed,27,Normal,95,9.8958,0.00564,0.0,0.00594
42,baseline_fixed,28,Crítico,0,0.0,0.07569,0.0,0.7427
42,baseline_fixed,28,Crítico,1,0.1042,0.07349,0.0,0.7427
42,baseline_fixed,28,Crítico,2,0.2083,0.07909,0.0,0.7427
42,baseline_fixed,28,Crítico,3,0.3125,0.07935,0.0,0.7427
42,baseline_fixed,28,Crítico,4,0.4167,0.07918,0.0,0.7427
42,baseline_fixed,28,Crítico,5,0.5208,0.07486,0.0,0.7427
42,baseline_fixed,28,Crítico,6,0.625,0.0775,0.0,0.7427
42,baseline_fixed,28,Crítico,7,0.7292,0.07938,0.0,0.7427
42,baseline_fixed,28,Crítico,8,0.8333,0.07956,0.0,0.7427
42,baseline_fixed,28,Crítico,9,0.9375,0.07792,0.0,0.7427
42,baseline_fixed,28,Crítico,10,1.0417,0.07874,0.0,0.7427
42,baseline_fixed,28,Crítico,11,1.1458,0.07873,0.0,0.7427
42,baseline_fixed,28,Crítico,12,1.25,0.07778,0.0,0.7427
42,baseline_fixed,28,Crítico,13,1.3542,0.08291,0.0,0.7427
42,baseline_fixed,28,Crítico,14,1.4583,0.07736,0.0,0.7427
42,baseline_fixed,28,Crítico,15,1.5625,0.07438,0.0,0.7427
42,baseline_fixed,28,Crítico,16,1.6667,0.08068,0.0,0.7427
42,baseline_fixed,28,Crítico,17,1.7708,0.082,0.0,0.7427
42,baseline_fixed,28,Crítico,18,1.875,0.07772,0.0,0.7427
42,baseline_fixed,28,Crítico,19,1.9792,0.07352,0.0,0.7427
42,baseline_fixed,28,Crítico,20,2.0833,0.07543,0.0,0.7427
42,baseline_fixed,28,Crítico,21,2.1875,0.07494,0.0,0.7427
42,baseline_fixed,28,Crítico,22,2.2917,0.07495,0.0,0.7427
42,baseline_fixed,28,Crítico,23,2.3958,0.08243,0.0,0.7427
42,baseline_fixed,28,Crítico,24,2.5,0.07577,0.0,0.7427
42,baseline_fixed,28,Crítico,25,2.6042,0.07468,0.0,0.7427
42,baseline_fixed,28,Crítico,26,2.7083,0.07522,0.0,0.7427
42,baseline_fixed,28,Crítico,27,2.8125,0.07751,0.0,0.7427
42,baseline_fixed,28,Crítico,28,2.9167,0.2898,0.0,0.7427
42,baseline_fixed,28,Crítico,29,3.0208,0.28638,0.0,0.7427
42,baseline_fixed,28,Crítico,30,3.125,0.27246,0.0,0.7427
42,baseline_fixed,28,Crítico,31,3.2292,0.28028,0.0,0.7427
42,baseline_fixed,28,Crítico,32,3.3333,0.27636,0.0,0.7427
42,baseline_fixed,28,Crítico,33,3.4375,0.29151,0.0,0.7427
42,baseline_fixed,28,Crítico,34,3.5417,0.27938,0.0,0.7427
42,baseline_fixed,28,Crítico,35,3.6458,0.30098,0.0,0.7427
42,baseline_fixed,28,Crítico,36,3.75,0.28726,0.0,0.7427
42,baseline_fixed,28,Crítico,37,3.8542,0.27481,0.0,0.7427
42,baseline_fixed,28,Crítico,38,3.9583,0.28849,0.0,0.7427
42,baseline_fixed,28,Crítico,39,4.0625,0.31104,0.0,0.7427
42,baseline_fixed,28,Crítico,40,4.1667,0.11385,0.0,0.7427
42,baseline_fixed,28,Crítico,41,4.2708,0.11582,0.0,0.7427
42,baseline_fixed,28,Crítico,42,4.375,0.1425,0.0,0.7427
42,baseline_fixed,28,Crítico,43,4.4792,0.12891,0.0,0.7427
42,baseline_fixed,28,Crítico,44,4.5833,0.13158,0.0,0.7427
42,baseline_fixed,28,Crítico,45,4.6875,0.12948,0.0,0.7427
42,baseline_fixed,28,Crítico,46,4.7917,0.12599,0.0,0.7427
42,baseline_fixed,28,Crítico,47,4.8958,0.14255,0.0,0.7427
42,baseline_fixed,28,Crítico,48,5.0,0.11971,0.0,0.7427
42,baseline_fixed,28,Crítico,49,5.1042,0.14269,0.0,0.7427
42,baseline_fixed,28,Crítico,50,5.2083,0.15742,0.0,0.7427
42,baseline_fixed,28,Crítico,51,5.3125,0.17914,0.0,0.7427
42,baseline_fixed,28,Crítico,52,5.4167,0.57953,0.0,0.7427
42,baseline_fixed,28,Crítico,53,5.5208,0.61428,1.0,0.7427
42,baseline_fixed,28,Crítico,54,5.625,0.61243,0.0,0.7427
42,baseline_fixed,28,Crítico,55,5.7292,0.65013,1.0,0.7427
42,baseline_fixed,28,Crítico,56,5.8333,0.64925,1.0,0.7427
42,baseline_fixed,28,Crítico,57,5.9375,0.64882,1.0,0.7427
42,baseline_fixed,28,Crítico,58,6.0417,0.65032,1.0,0.7427
42,baseline_fixed,28,Crítico,59,6.1458,0.65771,1.0,0.7427
42,baseline_fixed,28,Crítico,60,6.25,0.67113,1.0,0.7427
42,baseline_fixed,28,Crítico,61,6.3542,0.68708,1.0,0.7427
42,baseline_fixed,28,Crítico,62,6.4583,0.71736,1.0,0.7427
42,baseline_fixed,28,Crítico,63,6.5625,0.72485,1.0,0.7427
42,baseline_fixed,28,Crítico,64,6.6667,0.72165,1.0,0.7427
42,baseline_fixed,28,Crítico,65,6.7708,0.7427,1.0,0.7427
42,baseline_fixed,28,Crítico,66,6.875,0.7311,1.0,0.7427
42,baseline_fixed,28,Crítico,67,6.9792,0.71382,1.0,0.7427
42,baseline_fixed,28,Crítico,68,7.0833,0.48531,1.0,0.7427
42,baseline_fixed,28,Crítico,69,7.1875,0.50683,1.0,0.7427
42,baseline_fixed,28,Crítico,70,7.2917,0.47998,1.0,0.7427
42,baseline_fixed,28,Crítico,71,7.3958,0.50492,1.0,0.7427
42,baseline_fixed,28,Crítico,72,7.5,0.52149,1.0,0.7427
42,baseline_fixed,28,Crítico,73,7.6042,0.51487,1.0,0.7427
42,baseline_fixed,28,Crítico,74,7.7083,0.51824,1.0,0.7427
42,baseline_fixed,28,Crítico,75,7.8125,0.4908,1.0,0.7427
42,baseline_fixed,28,Crítico,76,7.9167,0.47971,1.0,0.7427
42,baseline_fixed,28,Crítico,77,8.0208,0.43753,1.0,0.7427
42,baseline_fixed,28,Crítico,78,8.125,0.1731,1.0,0.7427
42,baseline_fixed,28,Crítico,79,8.2292,0.1547,1.0,0.7427
42,baseline_fixed,28,Crítico,80,8.3333,0.12411,1.0,0.7427
42,baseline_fixed,28,Crítico,81,8.4375,0.13705,1.0,0.7427
42,baseline_fixed,28,Crítico,82,8.5417,0.135,1.0,0.7427
42,baseline_fixed,28,Crítico,83,8.6458,0.13326,1.0,0.7427
42,baseline_fixed,28,Crítico,84,8.75,0.12968,1.0,0.7427
42,baseline_fixed,28,Crítico,85,8.8542,0.13183,1.0,0.7427
42,baseline_fixed,28,Crítico,86,8.9583,0.12923,1.0,0.7427
42,baseline_fixed,28,Crítico,87,9.0625,0.10889,1.0,0.7427
42,baseline_fixed,28,Crítico,88,9.1667,0.11258,1.0,0.7427
42,baseline_fixed,28,Crítico,89,9.2708,0.11448,1.0,0.7427
42,baseline_fixed,28,Crítico,90,9.375,0.1119,1.0,0.7427
42,baseline_fixed,28,Crítico,91,9.4792,0.09477,0.0,0.7427
42,baseline_fixed,28,Crítico,92,9.5833,0.09034,0.0,0.7427
42,baseline_fixed,28,Crítico,93,9.6875,0.08982,0.0,0.7427
42,baseline_fixed,28,Crítico,94,9.7917,0.09267,0.0,0.7427
42,baseline_fixed,28,Crítico,95,9.8958,0.08764,0.0,0.7427
42,aftkd_fixed,28,Crítico,0,0.0,0.00589,0.0,0.5377
42,aftkd_fixed,28,Crítico,1,0.1042,0.00569,0.0,0.5377
42,aftkd_fixed,28,Crítico,2,0.2083,0.00579,0.0,0.5377
42,aftkd_fixed,28,Crítico,3,0.3125,0.00578,0.0,0.5377
42,aftkd_fixed,28,Crítico,4,0.4167,0.00599,0.0,0.5377
42,aftkd_fixed,28,Crítico,5,0.5208,0.00569,0.0,0.5377
42,aftkd_fixed,28,Crítico,6,0.625,0.00576,0.0,0.5377
42,aftkd_fixed,28,Crítico,7,0.7292,0.00593,0.0,0.5377
42,aftkd_fixed,28,Crítico,8,0.8333,0.00595,0.0,0.5377
42,aftkd_fixed,28,Crítico,9,0.9375,0.00576,0.0,0.5377
42,aftkd_fixed,28,Crítico,10,1.0417,0.00589,0.0,0.5377
42,aftkd_fixed,28,Crítico,11,1.1458,0.00583,0.0,0.5377
42,aftkd_fixed,28,Crítico,12,1.25,0.00571,0.0,0.5377
42,aftkd_fixed,28,Crítico,13,1.3542,0.00587,0.0,0.5377
42,aftkd_fixed,28,Crítico,14,1.4583,0.00572,0.0,0.5377
42,aftkd_fixed,28,Crítico,15,1.5625,0.00561,0.0,0.5377
42,aftkd_fixed,28,Crítico,16,1.6667,0.00581,0.0,0.5377
42,aftkd_fixed,28,Crítico,17,1.7708,0.00578,0.0,0.5377
42,aftkd_fixed,28,Crítico,18,1.875,0.00568,0.0,0.5377
42,aftkd_fixed,28,Crítico,19,1.9792,0.00565,0.0,0.5377
42,aftkd_fixed,28,Crítico,20,2.0833,0.00567,0.0,0.5377
42,aftkd_fixed,28,Crítico,21,2.1875,0.00581,0.0,0.5377
42,aftkd_fixed,28,Crítico,22,2.2917,0.00583,0.0,0.5377
42,aftkd_fixed,28,Crítico,23,2.3958,0.00607,0.0,0.5377
42,aftkd_fixed,28,Crítico,24,2.5,0.00577,0.0,0.5377
42,aftkd_fixed,28,Crítico,25,2.6042,0.00578,0.0,0.5377
42,aftkd_fixed,28,Crítico,26,2.7083,0.00578,0.0,0.5377
42,aftkd_fixed,28,Crítico,27,2.8125,0.0058,0.0,0.5377
42,aftkd_fixed,28,Crítico,28,2.9167,0.07117,0.0,0.5377
42,aftkd_fixed,28,Crítico,29,3.0208,0.06983,0.0,0.5377
42,aftkd_fixed,28,Crítico,30,3.125,0.06409,0.0,0.5377
42,aftkd_fixed,28,Crítico,31,3.2292,0.06752,0.0,0.5377
42,aftkd_fixed,28,Crítico,32,3.3333,0.0665,0.0,0.5377
42,aftkd_fixed,28,Crítico,33,3.4375,0.07041,0.0,0.5377
42,aftkd_fixed,28,Crítico,34,3.5417,0.06684,0.0,0.5377
42,aftkd_fixed,28,Crítico,35,3.6458,0.07729,0.0,0.5377
42,aftkd_fixed,28,Crítico,36,3.75,0.07004,0.0,0.5377
42,aftkd_fixed,28,Crítico,37,3.8542,0.0676,0.0,0.5377
42,aftkd_fixed,28,Crítico,38,3.9583,0.07264,0.0,0.5377
42,aftkd_fixed,28,Crítico,39,4.0625,0.08035,0.0,0.5377
42,aftkd_fixed,28,Crítico,40,4.1667,0.01561,0.0,0.5377
42,aftkd_fixed,28,Crítico,41,4.2708,0.01566,0.0,0.5377
42,aftkd_fixed,28,Crítico,42,4.375,0.01797,0.0,0.5377
42,aftkd_fixed,28,Crítico,43,4.4792,0.01649,0.0,0.5377
42,aftkd_fixed,28,Crítico,44,4.5833,0.01708,0.0,0.5377
42,aftkd_fixed,28,Crítico,45,4.6875,0.01647,0.0,0.5377
42,aftkd_fixed,28,Crítico,46,4.7917,0.01617,0.0,0.5377
42,aftkd_fixed,28,Crítico,47,4.8958,0.01775,0.0,0.5377
42,aftkd_fixed,28,Crítico,48,5.0,0.01575,0.0,0.5377
42,aftkd_fixed,28,Crítico,49,5.1042,0.01747,0.0,0.5377
42,aftkd_fixed,28,Crítico,50,5.2083,0.02025,0.0,0.5377
42,aftkd_fixed,28,Crítico,51,5.3125,0.02321,0.0,0.5377
42,aftkd_fixed,28,Crítico,52,5.4167,0.29665,0.0,0.5377
42,aftkd_fixed,28,Crítico,53,5.5208,0.35962,1.0,0.5377
42,aftkd_fixed,28,Crítico,54,5.625,0.3771,0.0,0.5377
42,aftkd_fixed,28,Crítico,55,5.7292,0.41559,1.0,0.5377
42,aftkd_fixed,28,Crítico,56,5.8333,0.40813,1.0,0.5377
42,aftkd_fixed,28,Crítico,57,5.9375,0.41991,1.0,0.5377
42,aftkd_fixed,28,Crítico,58,6.0417,0.41676,1.0,0.5377
42,aftkd_fixed,28,Crítico,59,6.1458,0.42921,1.0,0.5377
